"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
129,172.5,120,17360,"Corner","1.5Fin",6,6,1949,1950,"TA","Gd","CBlock","TA","TA","Rec",300,482,782,"GasA","TA","Y",1019,537,1556,0,0,2,0,3,"TA",6,1,"Attchd",2,470,"TA","TA",0,0,150,0
1504,82.5,74,6845,"Inside","1Story",4,5,1955,1955,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",1152,0,1152,0,0,2,0,2,"TA",6,0,"None",0,0,"None","None",0,0,0,0
188,149.7,90,7407,"Inside","1Story",6,7,1957,1996,"TA","TA","CBlock","TA","TA","GLQ",600,312,912,"GasA","TA","Y",1236,0,1236,1,0,1,0,2,"TA",6,0,"Attchd",2,923,"TA","TA",0,158,158,0
1609,137.5,74,12395,"Corner","1Story",5,6,1984,1984,"TA","TA","CBlock","TA","TA","ALQ",647,217,864,"GasA","TA","Y",889,0,889,0,0,1,0,3,"TA",6,0,"Attchd",2,484,"TA","TA",0,0,0,0
1997,124.5,60,3600,"Inside","2Story",5,7,1930,2005,"TA","Gd","BrkTil","TA","Fa","Rec",316,371,687,"GasA","Gd","Y",687,671,1358,0,0,1,1,3,"Gd",6,1,"Detchd",1,336,"TA","TA",0,32,0,0
2478,187,70,8304,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","Gd","TA","Unf",0,941,941,"GasA","Ex","Y",941,896,1837,0,0,2,1,3,"TA",7,0,"Attchd",2,688,"TA","TA",150,165,0,0
2723,105,0,17529,"Inside","1Story",5,5,1924,1950,"TA","TA","BrkTil","TA","TA","Unf",0,872,872,"GasA","Fa","N",872,0,872,0,0,1,0,2,"Fa",5,1,"Detchd",1,322,"Fa","Fa",0,0,116,0
1962,129,60,7200,"Inside","1Story",5,8,1950,2002,"TA","TA","CBlock","TA","TA","ALQ",398,317,864,"GasA","Gd","Y",864,0,864,1,0,1,0,3,"Gd",5,0,"Detchd",2,720,"TA","TA",194,0,0,0
1345,162.9,52,6240,"Inside","1.5Fin",5,7,1930,1992,"TA","TA","PConc","TA","TA","Unf",0,1078,1078,"GasA","TA","Y",1128,445,1573,0,0,2,0,3,"TA",8,1,"Detchd",2,360,"TA","TA",0,0,0,0
2876,85,50,7030,"Inside","1Story",4,6,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,641,641,"GasA","Gd","Y",641,0,641,0,0,1,0,2,"Fa",4,0,"Detchd",1,272,"TA","TA",184,0,70,0
517,208.3,75,7862,"Inside","1Story",6,5,2009,2009,"Gd","TA","PConc","Gd","TA","GLQ",27,1191,1218,"GasA","Ex","Y",1218,0,1218,0,0,2,0,2,"Gd",4,0,"Attchd",2,676,"TA","TA",0,102,0,0
257,159,82,11105,"Corner","SFoyer",5,5,1996,1996,"TA","Gd","PConc","Gd","Fa","GLQ",870,0,870,"GasA","Gd","Y",965,0,965,1,0,1,0,2,"TA",4,0,"Attchd",2,580,"Gd","TA",71,0,0,0
416,148.5,24,2289,"Inside","2Story",6,6,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",311,544,855,"GasA","TA","Y",855,586,1441,0,0,2,1,3,"TA",7,1,"Attchd",2,440,"TA","TA",28,0,0,0
354,177.5,57,8923,"Inside","SLvl",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",189,195,384,"GasA","Gd","Y",751,631,1382,0,0,2,1,3,"TA",7,1,"BuiltIn",2,396,"TA","TA",256,0,0,0
603,140,0,9450,"Corner","1Story",4,5,1957,1957,"TA","TA","CBlock","TA","TA","BLQ",775,265,1040,"GasA","TA","Y",1362,0,1362,1,0,1,0,3,"TA",6,1,"Attchd",3,768,"TA","TA",0,0,84,0
1071,367.294,65,8769,"Corner","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1540,162,1702,"GasA","Ex","Y",1702,0,1702,1,0,1,1,1,"Ex",7,1,"Attchd",3,1052,"TA","TA",0,72,0,224
1894,224.5,80,8800,"Inside","2Story",6,7,1964,1997,"TA","Gd","CBlock","TA","TA","ALQ",414,431,845,"GasA","Ex","Y",845,1309,2154,0,0,2,1,5,"TA",8,1,"Attchd",2,539,"TA","TA",0,0,0,161
2254,148,0,8750,"Inside","SLvl",7,6,1975,1975,"TA","TA","CBlock","TA","TA","Rec",224,98,852,"GasA","TA","Y",918,0,918,0,1,1,0,3,"TA",4,0,"Attchd",1,360,"TA","TA",192,84,0,0
1148,193,50,8012,"Inside","1Story",6,5,1993,1994,"Gd","TA","PConc","Gd","TA","LwQ",165,598,1604,"GasA","Ex","Y",1617,0,1617,1,0,2,0,2,"Gd",5,1,"Attchd",2,533,"TA","TA",0,69,0,0
2261,267.3,68,8298,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",583,963,1546,"GasA","Ex","Y",1564,0,1564,0,0,2,0,2,"Ex",6,1,"Attchd",2,502,"TA","TA",132,0,0,0
2574,143,70,8163,"Inside","SLvl",5,6,1959,1959,"TA","Gd","CBlock","TA","TA","ALQ",748,102,1144,"GasA","TA","Y",1144,0,1144,1,0,1,0,3,"TA",6,1,"Attchd",1,796,"TA","TA",86,0,0,0
1460,287,0,9240,"Inside","2Story",8,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1055,1055,"GasA","Ex","Y",1055,1208,2263,0,0,2,1,3,"Gd",7,1,"BuiltIn",2,905,"TA","TA",0,45,0,189
243,114,0,11200,"CulDSac","1Story",5,3,1964,1964,"TA","Fa","CBlock","TA","TA","Unf",0,1250,1250,"GasA","Ex","Y",1298,0,1298,0,0,2,0,3,"TA",5,0,"Detchd",2,504,"TA","Fa",0,144,0,0
2138,134.9,45,8982,"CulDSac","1Story",5,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",539,501,1040,"GasA","TA","Y",1040,0,1040,0,0,1,1,3,"TA",5,0,"Detchd",2,748,"TA","TA",0,0,0,0
805,239.9,85,10560,"Corner","2Story",7,5,1993,1994,"Gd","Gd","PConc","Gd","Gd","GLQ",474,605,1079,"GasA","Ex","Y",1079,800,1879,1,0,2,1,3,"Gd",8,1,"Attchd",2,473,"TA","TA",400,100,144,0
1716,194.7,61,7577,"Corner","1Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","ALQ",20,1342,1362,"GasA","Ex","Y",1362,0,1362,0,0,2,0,2,"Gd",6,1,"Attchd",2,460,"TA","TA",192,28,0,0
465,184,63,10928,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Gd","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,390,"TA","TA",100,0,0,0
1369,85,60,10320,"Inside","1Story",5,8,1912,1991,"TA","TA","BrkTil","Fa","TA","Unf",0,451,451,"GasA","TA","Y",759,0,759,0,0,1,0,1,"TA",5,0,"Detchd",2,576,"TA","TA",40,0,0,0
1946,301.6,113,21281,"Inside","2Story",5,4,1935,2007,"TA","TA","BrkTil","TA","Fa","Unf",0,666,666,"GasA","Gd","Y",1308,1778,3086,0,0,3,1,4,"Gd",9,0,"BuiltIn",3,1200,"TA","TA",0,208,290,156
2578,148,125,10000,"Corner","SLvl",5,6,1956,1956,"TA","TA","CBlock","TA","TA","BLQ",678,99,1058,"GasA","Ex","Y",1370,0,1370,1,0,1,0,3,"TA",6,1,"Basment",1,300,"TA","TA",191,0,0,120
1083,191,43,3182,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Gd","GLQ",16,1330,1346,"GasA","Ex","Y",1504,0,1504,0,0,2,0,2,"Gd",7,1,"Attchd",2,437,"TA","TA",156,20,0,0
2776,214,78,10264,"Inside","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","ALQ",1162,426,1588,"GasA","Ex","Y",1588,0,1588,0,0,2,0,3,"Gd",6,0,"Attchd",2,472,"TA","TA",158,29,0,0
1854,279.7,50,9466,"FR2","1Story",8,5,1994,1995,"Gd","TA","PConc","Gd","TA","LwQ",457,0,1494,"GasA","Ex","Y",1494,0,1494,1,0,1,1,1,"Gd",5,1,"Attchd",2,478,"TA","TA",0,30,0,217
475,188.5,71,7795,"Inside","2Story",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",425,291,716,"GasA","Ex","Y",716,716,1432,1,0,2,1,3,"Gd",6,1,"Attchd",2,432,"TA","TA",100,51,0,0
1995,144.1,56,8398,"Inside","1.5Fin",6,8,1910,1990,"TA","TA","CBlock","Gd","Gd","BLQ",259,667,926,"GasA","TA","Y",991,659,1650,0,0,2,0,3,"TA",6,0,"Detchd",2,468,"TA","TA",128,103,0,0
2277,281.213,88,12665,"Inside","2Story",8,5,2005,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1094,1094,"GasA","Ex","Y",1133,1349,2482,0,0,2,1,4,"Gd",9,1,"BuiltIn",3,642,"TA","TA",144,39,0,0
2888,209,70,9116,"Corner","1Story",8,5,2001,2001,"Gd","TA","PConc","Ex","TA","Unf",0,1491,1491,"GasA","Ex","Y",1491,0,1491,0,0,2,0,3,"Gd",7,0,"Attchd",2,490,"TA","TA",120,100,0,0
1543,116.5,24,1879,"CulDSac","2Story",6,6,1980,1980,"TA","TA","CBlock","Gd","TA","GLQ",366,150,516,"GasA","TA","Y",516,516,1032,0,0,1,0,2,"TA",5,1,"Detchd",2,462,"TA","TA",213,0,0,0
2554,137,68,9724,"Inside","1Story",5,7,1947,1950,"TA","TA","CBlock","TA","TA","Unf",0,938,938,"GasA","Ex","Y",1043,0,1043,0,0,1,0,2,"TA",5,1,"Detchd",1,273,"TA","TA",125,48,0,0
1901,138.5,85,12172,"Inside","1.5Unf",5,7,1940,1996,"TA","TA","PConc","TA","TA","LwQ",130,433,822,"GasA","TA","Y",908,0,908,0,0,1,0,2,"TA",4,0,"Attchd",2,512,"TA","TA",284,24,0,192
462,254,48,6240,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","GLQ",863,461,1324,"GasA","Ex","Y",1324,0,1324,1,0,2,0,2,"Gd",6,1,"Attchd",2,550,"TA","TA",192,38,0,0
1374,135,115,21286,"Inside","1.5Fin",5,5,1948,1950,"TA","TA","CBlock","TA","TA","Unf",0,720,720,"GasA","TA","Y",720,551,1271,0,0,2,0,4,"TA",7,1,"Attchd",1,312,"TA","TA",0,0,108,0
1954,120,75,8700,"Inside","1Story",5,7,1961,1961,"TA","TA","CBlock","TA","TA","ALQ",192,728,920,"GasA","Gd","Y",888,0,888,0,1,1,0,3,"TA",5,0,"Attchd",1,240,"TA","TA",0,0,0,0
1231,139.95,75,7875,"Inside","1Story",5,6,1961,1961,"TA","TA","CBlock","TA","TA","Rec",572,572,1144,"GasA","Gd","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",2,456,"TA","TA",0,0,0,0
2767,280,62,70761,"Inside","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",655,878,1533,"GasA","TA","Y",1533,0,1533,1,0,2,0,2,"Gd",5,2,"Attchd",2,576,"TA","TA",200,54,0,0
1904,64,51,3500,"Inside","1.5Fin",3,5,1945,1950,"TA","TA","CBlock","TA","TA","LwQ",144,226,370,"GasA","TA","N",442,228,670,1,0,1,0,2,"Fa",4,0,"None",0,0,"None","None",0,21,0,0
2401,437.154,56,20431,"Inside","2Story",9,5,2005,2006,"Ex","TA","PConc","Ex","TA","GLQ",1410,438,1848,"GasA","Ex","Y",1848,880,2728,1,0,2,1,4,"Ex",10,2,"Attchd",3,706,"TA","TA",0,0,0,0
2882,115,50,9000,"Inside","1.5Fin",5,6,1951,1951,"Fa","Fa","CBlock","TA","TA","Unf",0,660,660,"GasA","TA","N",1060,336,1396,0,0,2,0,4,"TA",8,0,"None",0,0,"None","None",0,0,0,0
369,260,124,16158,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Ex","TA","ALQ",1274,256,1530,"GasA","Ex","Y",1530,0,1530,1,0,2,0,3,"Gd",7,1,"Attchd",2,430,"TA","TA",168,36,0,0
2146,228.5,0,9375,"Inside","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1284,1284,"GasA","Ex","Y",1284,885,2169,0,0,2,1,3,"Gd",7,1,"Attchd",2,647,"TA","TA",192,87,0,0
1847,177,0,2117,"Inside","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",436,320,756,"GasA","Ex","Y",769,756,1525,0,0,2,1,3,"Gd",5,1,"Detchd",2,440,"TA","TA",0,0,0,0
1930,129.5,75,10050,"Inside","1Story",5,5,1955,1955,"TA","TA","CBlock","TA","TA","Rec",288,928,1216,"GasA","TA","Y",1216,0,1216,1,0,1,0,3,"TA",5,0,"Attchd",1,336,"TA","TA",0,0,0,0
584,206,0,12732,"CulDSac","2Story",7,6,1974,1974,"TA","TA","CBlock","TA","TA","GLQ",560,150,752,"GasA","TA","Y",1285,782,2067,0,0,2,1,3,"Gd",7,2,"Attchd",2,784,"TA","TA",297,40,0,0
1370,82.375,60,10320,"Inside","2Story",3,3,1915,1950,"Fa","Fa","PConc","TA","Fa","Unf",0,536,536,"GasA","Ex","N",808,536,1344,0,0,2,0,3,"TA",8,0,"None",0,0,"None","None",42,0,204,0
941,123,50,8660,"Inside","2Story",5,6,1900,1993,"TA","TA","BrkTil","TA","TA","Unf",0,760,760,"GasA","Ex","N",928,928,2168,0,0,2,0,5,"Gd",11,0,"Detchd",2,576,"TA","TA",467,160,78,0
139,135,70,8267,"Corner","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,1604,1604,"GasA","TA","Y",1604,0,1604,0,0,2,0,4,"TA",8,0,"Attchd",2,576,"TA","TA",42,0,0,0
43,259,79,14122,"Inside","1Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","GLQ",28,1794,1822,"GasA","Ex","Y",1822,0,1822,0,0,2,0,3,"Ex",8,1,"Attchd",3,678,"TA","TA",0,119,0,0
128,197.6,68,9724,"Inside","1.5Fin",5,7,1952,2002,"Gd","TA","CBlock","TA","TA","LwQ",670,470,1140,"GasA","Gd","Y",1929,532,2461,0,0,2,0,3,"TA",7,2,"Detchd",2,400,"TA","TA",0,0,0,0
2388,309,108,13418,"Inside","2Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","Unf",0,1117,1117,"GasA","Ex","Y",1132,1320,2452,0,0,3,1,4,"Gd",9,1,"BuiltIn",3,691,"TA","TA",113,32,0,0
2358,181,78,10140,"Inside","1Story",6,6,1974,1999,"TA","TA","CBlock","TA","TA","ALQ",663,0,1040,"GasA","Fa","Y",1309,0,1309,1,0,1,1,3,"Gd",5,1,"Attchd",2,484,"TA","TA",265,0,0,0
2625,81.4,60,8544,"Corner","1Story",3,4,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","Fa","N",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd",2,400,"TA","Fa",0,0,0,0
2483,150,0,9019,"Inside","2Story",6,5,1994,1994,"TA","TA","PConc","Gd","TA","ALQ",274,362,636,"GasA","Ex","Y",636,684,1320,0,0,2,1,3,"Gd",6,0,"Attchd",2,472,"TA","TA",0,40,0,0
2196,150,60,10890,"Inside","2Story",5,6,1923,1950,"TA","TA","PConc","TA","TA","Rec",371,925,1296,"Grav","Fa","N",1296,1296,2592,2,0,2,0,6,"TA",12,0,"None",0,0,"None","None",0,742,240,0
1976,127.5,50,6000,"Inside","1.5Fin",6,6,1927,1950,"TA","TA","BrkTil","TA","TA","Rec",276,569,845,"GasA","TA","Y",866,430,1296,0,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,0,175,0
184,150,60,9600,"Corner","2Story",8,9,1900,2003,"Gd","Gd","BrkTil","TA","TA","Unf",0,930,930,"GasW","TA","N",930,636,1566,0,0,2,0,3,"Gd",7,0,"Detchd",1,288,"TA","TA",54,228,246,0
160,162,0,9830,"Corner","1Story",5,7,1959,2006,"TA","Gd","CBlock","TA","TA","ALQ",72,733,1063,"GasA","Ex","Y",1287,0,1287,1,0,1,0,3,"Gd",7,1,"Detchd",2,576,"TA","TA",364,17,0,182
539,184.9,67,10083,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",833,343,1176,"GasA","Ex","Y",1200,0,1200,1,0,2,0,2,"Gd",5,0,"Attchd",2,555,"TA","TA",0,41,0,0
1118,257,73,9801,"Inside","2Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1341,1341,"GasA","Ex","Y",1341,520,1861,0,0,3,0,3,"Gd",7,1,"BuiltIn",3,851,"TA","TA",144,60,0,0
840,207,65,14753,"Inside","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",950,513,1463,"GasA","Ex","Y",1463,0,1463,1,0,2,0,3,"TA",5,0,"Attchd",2,539,"TA","TA",0,81,0,0
419,100,65,7150,"Inside","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","BLQ",432,460,892,"GasA","TA","Y",892,0,892,0,0,1,0,3,"TA",5,0,"Attchd",1,288,"TA","TA",0,0,0,0
990,176.5,87,11029,"Corner","1Story",6,8,1958,2002,"Ex","TA","CBlock","Gd","TA","ALQ",528,245,1184,"GasA","Ex","Y",1414,0,1414,1,0,1,0,3,"TA",6,1,"Attchd",2,601,"TA","TA",0,51,0,190
1262,139,78,10180,"Corner","1Story",5,6,1968,1968,"TA","TA","CBlock","TA","TA","Rec",744,168,912,"GasA","TA","Y",1044,0,1044,0,1,1,1,3,"TA",5,1,"Attchd",2,372,"TA","TA",200,48,0,0
2335,535,82,16052,"CulDSac","2Story",10,5,2006,2006,"Ex","TA","PConc","Ex","TA","GLQ",1206,644,1850,"GasA","Ex","Y",1850,848,2698,1,0,2,1,4,"Ex",11,1,"Attchd",3,736,"TA","TA",250,0,0,0
463,173,48,3480,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1405,1405,"GasA","Ex","Y",1405,0,1405,0,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",148,36,0,0
957,375,150,215245,"Inside","1Story",7,5,1965,1965,"TA","TA","CBlock","Gd","TA","ALQ",1236,80,2136,"GasW","TA","Y",2036,0,2036,2,0,2,0,3,"TA",8,2,"Attchd",2,513,"TA","TA",0,0,0,0
1249,180,95,14250,"Inside","1Story",6,5,1957,1957,"TA","TA","CBlock","TA","TA","Unf",0,998,998,"GasA","TA","Y",1790,0,1790,0,0,2,0,3,"TA",6,2,"Attchd",2,540,"TA","TA",0,40,0,0
2371,89,21,1680,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",276,207,483,"GasA","TA","Y",483,465,948,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,0,0,0
893,145.5,35,3675,"Inside","SFoyer",6,5,2005,2006,"TA","TA","Wood","Gd","TA","GLQ",547,0,547,"GasA","Gd","Y",1072,0,1072,1,0,1,0,2,"TA",5,0,"Basment",2,525,"TA","TA",0,28,0,0
1361,136,60,10266,"Inside","2Story",6,6,1952,1952,"TA","TA","CBlock","TA","TA","Rec",372,396,768,"GasA","TA","Y",768,768,1536,0,0,1,1,4,"TA",7,0,"Detchd",1,308,"TA","TA",0,216,80,0
2778,217,72,13426,"Corner","2Story",7,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",894,57,951,"GasA","Ex","Y",951,828,1779,1,0,2,1,3,"Gd",7,1,"Attchd",2,586,"TA","TA",208,107,0,0
2640,156.5,60,9600,"Inside","1.5Fin",6,8,1900,2004,"TA","TA","BrkTil","TA","TA","Rec",381,399,780,"GasA","Ex","Y",940,476,1416,0,1,1,0,3,"Gd",7,0,"Detchd",2,400,"TA","TA",0,24,0,0
231,85,94,9259,"Corner","1Story",4,4,1927,1950,"TA","TA","BrkTil","Fa","TA","Unf",0,660,660,"GasA","TA","N",756,0,756,0,0,1,0,2,"TA",4,0,"Detchd",2,440,"TA","TA",80,0,0,0
480,195.5,61,10125,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,846,846,"GasA","Ex","Y",846,748,1594,0,0,2,1,3,"Gd",7,1,"Attchd",2,434,"TA","TA",300,48,0,0
448,386.25,103,13472,"Inside","1Story",10,5,2003,2003,"Ex","TA","PConc","Ex","TA","GLQ",56,2336,2392,"GasA","Ex","Y",2392,0,2392,0,0,2,0,3,"Ex",8,1,"Attchd",3,968,"TA","TA",248,105,0,0
2822,119.9,73,16133,"Inside","1Story",5,4,1969,1969,"TA","TA","CBlock","Gd","TA","ALQ",847,329,1176,"GasA","TA","Y",1176,0,1176,1,0,1,0,2,"TA",5,0,"Attchd",1,360,"TA","TA",0,92,0,112
2145,305.9,80,10386,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",1464,536,2000,"GasA","Ex","Y",2000,0,2000,1,0,2,0,3,"Gd",8,0,"Attchd",3,888,"TA","TA",168,0,0,0
2496,124,0,8020,"Inside","1Story",5,6,1964,1964,"TA","TA","CBlock","TA","TA","ALQ",644,268,912,"GasA","TA","N",912,0,912,0,0,1,0,3,"TA",6,0,"None",0,0,"None","None",0,0,0,0
2161,179.4,70,8145,"Inside","2Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,738,738,"GasA","Ex","Y",738,738,1476,0,0,2,1,3,"Gd",7,0,"Attchd",2,552,"TA","TA",0,35,0,0
1026,185,80,10400,"Inside","2Story",7,6,1980,1988,"TA","TA","CBlock","Gd","TA","Unf",0,738,738,"GasA","TA","Y",1277,767,2044,0,0,2,1,3,"TA",7,1,"Attchd",2,489,"TA","TA",28,73,0,0
1292,118,63,11426,"Inside","1.5Fin",4,6,1910,1996,"TA","TA","Stone","TA","TA","Unf",0,828,828,"GasA","Gd","Y",828,658,1594,0,0,2,0,3,"TA",9,0,"None",0,0,"None","None",0,172,109,0
983,165.5,0,9101,"Corner","SFoyer",5,6,1978,1978,"TA","Gd","PConc","Gd","TA","GLQ",1097,0,1097,"GasA","Ex","Y",1110,0,1110,1,0,1,0,1,"Gd",4,1,"Attchd",2,602,"TA","TA",303,30,0,0
1576,264.966,107,12852,"Corner","2Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",770,150,920,"GasA","Ex","Y",920,860,1780,1,0,2,1,3,"Gd",6,1,"Attchd",2,612,"TA","TA",0,192,0,0
2674,159,50,5000,"Corner","1.5Fin",6,7,1947,1950,"TA","Gd","CBlock","TA","TA","ALQ",399,605,1004,"GasA","Ex","Y",1004,660,1664,0,0,2,0,3,"TA",7,2,"Detchd",2,420,"TA","TA",0,24,36,0
2528,250,0,11029,"Corner","2Story",6,7,1968,1984,"TA","TA","CBlock","TA","TA","BLQ",619,435,1054,"GasA","TA","Y",1512,1142,2654,1,0,2,1,4,"Gd",9,1,"Attchd",2,619,"TA","TA",0,65,0,222
1181,324,32,10846,"CulDSac","1Story",8,5,1993,1993,"Gd","TA","PConc","Gd","TA","GLQ",1619,100,1719,"GasA","Ex","Y",1719,0,1719,2,0,1,1,1,"Gd",6,2,"Attchd",2,473,"TA","TA",122,30,0,0
1410,235,120,13728,"Corner","2Story",6,7,1935,1986,"TA","TA","CBlock","TA","TA","Rec",626,501,1127,"GasA","Ex","Y",1236,872,2108,0,0,2,0,4,"Gd",7,2,"Basment",2,540,"TA","TA",0,0,0,90
2343,202.5,91,14145,"Corner","1Story",7,7,1984,1998,"Gd","TA","CBlock","Gd","TA","ALQ",213,995,1208,"GasA","Ex","Y",1621,0,1621,1,0,2,0,3,"Gd",8,0,"Attchd",2,440,"TA","TA",108,45,0,0
61,355,60,17433,"CulDSac","2Story",8,5,1998,1998,"Gd","TA","PConc","Ex","TA","Unf",0,1629,1629,"GasA","Ex","Y",1645,830,2475,0,0,2,1,4,"Gd",7,1,"Attchd",3,962,"TA","TA",23,172,0,256
1646,178,78,12090,"Inside","SLvl",6,7,1984,2003,"TA","TA","CBlock","Gd","TA","Unf",0,585,585,"GasA","Ex","Y",1140,728,1868,0,0,3,1,3,"TA",7,1,"BuiltIn",2,477,"TA","TA",268,112,0,147
2432,183.2,0,7861,"Inside","2Story",6,5,2002,2003,"Gd","TA","PConc","Gd","TA","GLQ",457,326,783,"GasA","Ex","Y",807,702,1509,1,0,2,1,3,"Gd",7,1,"Attchd",2,393,"TA","TA",100,75,0,0
1980,100,60,10800,"Inside","1Story",4,7,1885,1995,"TA","TA","BrkTil","Fa","TA","Unf",0,641,641,"GasA","Gd","Y",1047,0,1047,0,0,1,0,2,"TA",6,0,"Detchd",1,273,"Fa","Fa",0,0,0,0
2840,125,60,16012,"Inside","1Story",4,4,1954,1968,"TA","TA","CBlock","TA","TA","Rec",691,263,954,"GasA","Ex","Y",1482,0,1482,0,1,2,0,3,"TA",6,1,"2Types",2,609,"TA","TA",0,30,0,0
2904,81.5,125,31250,"Inside","1Story",1,3,1951,1951,"TA","Fa","CBlock","None","None","None",0,0,0,"GasA","TA","Y",1600,0,1600,0,0,1,1,3,"TA",6,0,"Attchd",1,270,"Fa","TA",0,0,135,0
2492,116,65,8450,"Inside","1Story",5,6,1968,1968,"TA","TA","CBlock","TA","TA","BLQ",162,450,882,"GasA","TA","Y",909,0,909,0,0,1,0,3,"TA",5,0,"Attchd",1,294,"TA","TA",0,155,0,0
2325,165.6,0,7685,"Inside","2Story",6,5,1993,1994,"TA","TA","PConc","Gd","TA","ALQ",518,179,697,"GasA","Gd","Y",697,804,1501,0,0,2,1,3,"Gd",6,1,"Attchd",2,420,"TA","TA",190,63,0,0
2650,116,40,4400,"Inside","1.5Fin",6,8,1920,1950,"TA","TA","BrkTil","Fa","TA","Unf",0,648,648,"GasA","TA","Y",734,384,1118,0,0,1,0,2,"TA",6,0,"Detchd",2,440,"TA","TA",0,0,0,0
1143,189,43,14565,"CulDSac","2Story",7,5,1994,1995,"Gd","TA","PConc","Gd","TA","GLQ",537,295,832,"GasA","Ex","Y",832,825,1657,0,0,2,1,3,"Gd",6,0,"Attchd",2,483,"TA","TA",144,74,0,0
1272,125.9,80,8000,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","BLQ",520,188,1027,"GasA","TA","Y",1027,0,1027,0,1,1,0,3,"TA",6,0,"Attchd",1,299,"TA","TA",0,0,0,0
2410,171.75,0,3136,"Corner","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1405,1405,"GasA","Ex","Y",1405,0,1405,0,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",148,36,0,0
1686,314.813,90,11694,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",48,1774,1822,"GasA","Ex","Y",1828,0,1828,0,0,2,0,3,"Gd",9,1,"Attchd",3,774,"TA","TA",0,108,0,260
663,59,90,5400,"Inside","1Story",2,5,1940,1950,"Fa","TA","PConc","Fa","TA","Unf",0,416,416,"GasA","Gd","N",599,0,599,1,0,1,0,2,"Gd",4,0,"None",0,0,"None","None",0,81,0,0
1327,115.5,52,8516,"Inside","1Story",4,6,1958,2006,"TA","TA","CBlock","TA","TA","Unf",0,869,869,"GasA","TA","Y",1093,0,1093,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
